User-ID;ISBN;Book-Rating
278633;0140244824;7
278633;014028009X;2
278633;0140296298;7
278633;0142000205;7
278633;0316096199;8
278633;0316666343;9
278633;0316899984;7
278633;0375703063;7
278633;0440226430;9
278633;0440514428;9
278633;0446679593;8
278633;0449907481;6
278633;0451163524;5
278633;0515131083;10
278633;0553278355;8
278633;0671038184;8
278633;0684814994;10
278633;0688170528;8
278633;0743225082;7
278843;0060173289;9
278843;0060517794;7
278843;014028009X;8
278843;0142000205;9
278843;0399146431;9
278843;0440211263;7
278843;0553274503;8
278843;059035342X;8
278843;0679412956;8
278843;0767902890;9
278843;0786881852;8
243;0060915544;10
243;0060977493;7
243;0316601950;9
243;0316776963;9
243;0316899984;7
243;0375400117;10
243;0385720106;7
243;0425163407;9
243;044023722X;7
243;0446364800;9
243;0446606383;6
243;0449006522;6
243;155874262X;5
254;0064471047;7
254;0142001740;9
254;0380789035;10
254;0380973650;9
254;0399146431;9
254;0439064864;9
254;0439064872;9
254;0439136350;9
254;0439136369;9
254;0439139597;9
254;0451167317;8
254;0451524934;9
254;0451526341;8
254;0590353403;9
254;0618002219;9
254;0618002227;8
254;0671021001;7
254;0679781587;8
254;0679879242;8
638;0316603287;9
638;0316666343;10
638;0316693006;10
638;0316693200;9
638;0316769487;10
638;0316776963;10
638;0316779423;10
638;0316779490;9
638;0316789089;10
638;0316969443;10
638;0345339711;10
638;0385420161;9
638;0385504209;10
638;0385505833;10
638;0425184129;9
638;0446523569;10
638;0446525502;9
638;0446525537;9
638;0446527793;10
638;0446531332;10
638;0670892963;7
638;0671042556;9
638;0679442790;10
638;0679746048;7
638;0743406176;10
805;0060256672;10
805;0060928336;7
805;0140077022;10
805;0156027321;9
805;0316777730;7
805;038001503X;10
805;039592720X;9
805;0440215625;8
805;0452282152;8
805;0553268449;8
805;0671003755;8
805;0679732764;10
805;0877733759;10
882;0064401847;10
882;0373218400;5
882;0373484224;7
882;0380018179;10
882;0385504209;10
882;0425179672;10
882;0440235162;10
882;0515135062;6
882;0517556278;8
882;0553250426;10
882;0553280589;10
882;0553572997;10
882;067101420X;4
882;0679429220;9
882;067976402X;10
882;0679781587;10
882;0743457943;5
1025;0060928336;5
1025;0142000663;10
1025;0380012863;8
1025;0394404289;9
1025;0552124753;10
1025;0552996009;9
1025;0552998001;9
1025;068484267X;9
1025;0743225082;8
1025;0749397543;8
1131;0060934417;8
1131;0060976845;7
1131;0070212570;7
1131;0312243022;8
1131;0312983824;6
1131;0345370805;7
1131;0375703055;7
1131;0385480016;9
1131;0394758285;7
1131;0446672211;7
1131;0446673544;5
1131;0449149676;7
1131;0671004565;6
1131;0671793489;7
1131;0679772677;7
1131;0743418174;7
1424;0060512822;7
1424;0060930535;7
1424;0061015725;8
1424;0061097314;5
1424;0099771519;8
1424;0142001430;7
1424;0151002290;6
1424;0156001314;8
1424;0385720106;7
1424;0671776134;8
1424;0767902521;8
1424;0804106304;6
1435;0060915544;10
1435;0345378490;5
1435;0345387651;5
1435;0399133143;5
1435;0446611239;10
1435;0446672211;8
1435;0451183665;7
1435;0451208765;4
1435;0517149257;10
1435;0671024248;4
1435;068484267X;8
1435;0684848783;5
1435;080410753X;10
1435;0971880107;5
1435;155874262X;10
1848;0156027321;10
1848;0345342968;10
1848;0345348109;9
1848;0345378482;8
1848;0345417623;8
1848;0345443683;9
1848;0451169530;5
1848;0786868716;10
1848;0812511816;10
1848;0812513738;8
1848;0812550706;8
2033;0060248025;10
2033;0060256737;10
2033;0140386645;8
2033;0142000663;10
2033;0345337662;5
2033;0439064864;9
2033;0439136350;9
2033;0439139597;9
2033;043935806X;9
2033;0451456718;10
2033;051513628X;6
2033;0553573136;8
2033;0590353403;9
2033;0671524313;6
2033;0765342987;10
2033;0812575717;10
2033;0836204387;10
2033;0836218787;10
2033;0836220889;10
2033;0836221362;10
2033;0920668372;10
2110;0060987529;7
2110;0151008116;5
2110;0345314255;10
2110;0345317580;10
2110;0451137965;9
2110;0515127396;8
2110;0515134384;5
2110;059035342X;10
2110;0671527215;9
2110;0671695304;10
2276;0061030643;8
2276;0345404793;9
2276;0345423615;9
2276;0345447867;9
2276;0380002930;9
2276;0385505833;5
2276;0425119653;8
2276;0425172546;9
2276;0425182908;4
2276;0440221471;10
2276;0440236673;10
2276;0446609323;9
2276;0446612790;10
2276;0451204891;9
2276;0553263226;10
2276;0553575538;10
2276;0553576801;8
2276;0553582526;9
2276;0553583468;10
2276;0553584510;9
2276;0671016768;8
2276;0671524313;10
2276;0671660632;5
2276;0805063897;10
2276;0812517725;8
2337;0060928336;9
2337;0060987561;7
2337;0142001740;8
2337;0312265867;7
2337;0345350499;9
2337;0385505833;7
2337;0440403278;10
2337;0451191145;9
2337;0451191153;8
2337;0671510126;8
2766;0060958022;8
2766;014034294X;9
2766;0316666343;9
2766;0385508417;7
2766;0425178102;5
2766;0440204194;8
2766;0440211263;8
2766;0440219078;8
2766;0440221595;8
2766;0440237688;7
2766;044048474X;7
2766;0446310786;10
2766;0446516538;6
2766;0446611867;7
2766;0449005615;9
2766;0553279912;7
2766;0670030643;8
2766;0679751602;6
2766;0684801221;10
2766;0767902521;8
2766;0971880107;6
2766;1558745718;7
2891;0060928336;6
2891;0142001740;7
2891;0156027321;5
2891;0345404475;7
2891;0374100128;7
2891;0385482388;7
2891;038548951X;8
2891;0385503857;9
2891;0449912558;9
2891;0452260116;8
2891;0553211404;7
2891;0553562967;7
2891;0671003755;7
2891;0679732764;8
2891;0804106304;7
2891;140003065X;9
2891;1400032717;8
3167;0345337662;5
3167;0345370775;9
3167;034540288X;7
3167;0380012863;8
3167;0425181464;8
3167;0440219078;10
3167;0440998050;10
3167;0515090174;7
3167;0671004107;9
3167;080410526X;6
3167;0812550706;10
3363;006098824X;10
3363;0064405176;10
3363;0064472795;10
3363;0312171838;10
3363;0316096199;10
3363;0345453387;8
3363;0373250118;7
3363;0373250126;8
3363;0380814021;10
3363;0380973545;10
3363;0385722435;10
3363;044652087X;10
3363;0446672211;10
3363;0553213164;10
3363;0671027344;9
3363;0679751602;8
3371;0070212570;10
3371;0373484003;7
3371;0373484410;5
3371;0425175405;8
3371;0440226430;9
3371;0451169530;10
3371;0515122734;9
3371;0671004573;7
3371;0671705091;7
3371;0743439740;10
3371;0802135196;7
3373;0312291639;8
3373;0312995423;5
3373;0345386132;5
3373;0375727345;7
3373;0380804697;7
3373;039914613X;7
3373;0399149155;8
3373;0425161242;3
3373;0425178951;5
3373;0440236703;5
3373;0449003787;7
3373;0451208811;8
3373;0452264464;10
3373;0671014919;6
3373;0671027360;5
3373;0671027387;5
3827;0140132708;10
3827;014029628X;6
3827;0312274920;8
3827;0345337662;7
3827;0345348036;9
3827;0345351525;8
3827;034538475X;8
3827;0345409671;8
3827;0345413350;7
3827;0345423402;7
3827;0553562614;10
3827;0553573861;10
3827;0765342987;10
3827;0804114986;10
3827;0826308791;8
3827;0886777844;7
4017;006000438X;10
4017;0060175966;9
4017;0060517794;10
4017;0060915544;8
4017;0060929871;9
4017;0060930187;10
4017;0060964049;9
4017;0140042598;10
4017;0140244824;10
4017;014028009X;9
4017;015600710X;10
4017;0156007754;9
4017;0312150601;5
4017;0316096199;10
4017;0316666343;10
4017;0316789844;10
4017;0316899984;5
4017;0345423097;10
4017;0345423291;9
4017;0345424719;10
4017;0345433491;9
4017;0345443284;10
4017;0375406530;10
4017;0375411550;10
4017;0375500510;10
4017;037570504X;10
4017;0375705856;9
4017;0375707972;10
4017;0380005239;10
4017;0380730138;9
4017;0385265700;9
4017;0385318782;8
4017;0385319207;10
4017;038533334X;10
4017;0385486804;10
4017;0385502532;9
4017;0399142789;10
4017;0446310786;10
4017;0446516538;7
4017;0446677450;10
4017;0449911004;8
4017;0452260116;9
4017;0452280621;10
4017;0452282829;10
4017;0670892963;8
4017;0671038184;10
4017;0671510053;10
4017;067976402X;10
4017;0679774025;8
4017;0679781587;9
4017;068484267X;10
4017;068484477X;5
4017;0688177859;7
4017;0743439740;10
4017;1558746161;10
4017;1565122968;10
4017;1573225789;9
4938;006101351X;7
4938;0345313860;10
4938;0385492081;7
4938;0425115801;9
4938;042513525X;7
4938;0440220602;8
4938;0441790348;10
4938;0451156609;10
4938;0515095826;8
4938;0515127221;8
4938;0684862719;8
5476;0312278586;7
5476;0316096199;4
5476;0316666343;4
5476;0316693235;5
5476;0316780812;10
5476;0316782262;6
5476;034540761X;7
5476;0385504209;10
5476;0425121631;8
5476;0440225701;5
5476;0446530387;7
5476;0446609323;5
5476;0525945210;8
5476;0679439382;1
5476;0688177743;10
5476;0743407083;9
5476;0804108749;8
5539;0061031844;6
5539;0142001740;8
5539;0345339681;10
5539;0345423402;8
5539;0385490445;10
5539;0451206525;9
5539;0451208765;6
5539;0618129022;10
5539;0671027387;10
5539;0743454146;10
5539;0875421180;5
5582;014028009X;10
5582;0140293248;9
5582;0312966970;10
5582;0312976275;10
5582;0345301110;7
5582;0345334531;8
5582;0345409671;10
5582;0345423402;10
5582;0375401598;7
5582;0380789035;9
5582;0380820293;8
5582;0425152251;10
5582;0425178579;10
5582;0425181464;10
5582;0425181685;10
5582;0425183971;10
5582;0440108268;8
5582;0441005748;10
5582;044651652X;7
5582;0451191137;10
5582;0451191145;10
5582;0451191153;10
5582;0515093556;7
5582;0553212451;9
5582;0679454470;7
5582;0679454489;8
5582;0679720200;10
5582;0679785892;9
5582;0874776945;9
5582;0894803204;10
5582;1551668653;8
5582;1558744150;5
6073;0345347536;8
6073;0345404475;9
6073;0345427637;6
6073;0380002930;10
6073;0385474547;9
6073;0440211727;6
6073;0440214041;5
6073;0440226430;6
6073;0553213105;8
6073;0553273914;9
6073;0553380095;8
6073;0671742515;9
6073;0679723161;10
6073;0679735909;10
6073;067976397X;10
6073;0679776818;9
6073;0749397357;9
6073;0767902890;10
6073;0802130208;10
6238;0156007754;9
6238;0345361792;8
6238;0345389964;10
6238;0345424719;10
6238;0345449347;7
6238;0375701907;8
6238;0375724370;10
6238;0553377868;10
6238;0679745203;9
6238;0679751521;10
6238;0804115613;9
6242;006000438X;6
6242;0060934417;7
6242;0060935464;7
6242;0060958022;6
6242;0060987103;7
6242;0099387913;8
6242;0140293248;5
6242;0142001430;7
6242;0312099436;5
6242;0312144075;5
6242;0312150601;5
6242;0312195516;7
6242;0312243022;8
6242;0312282990;6
6242;0312291639;5
6242;0345418018;6
6242;0375705198;6
6242;0375705856;5
6242;0375706062;7
6242;0375706410;8
6242;0375707972;8
6242;0375726403;7
6242;038542017X;7
6242;0385475772;7
6242;0385720467;7
6242;0394223802;8
6242;0394281802;3
6242;0394281829;7
6242;039592720X;5
6242;0446670251;5
6242;0446678457;5
6242;0452264464;5
6242;0679724362;6
6242;0679746048;5
6242;0679751521;5
6242;067976402X;8
6242;0684800713;6
6242;068484267X;8
6242;068484477X;8
6242;0749397357;7
6242;0749397543;3
6242;0767903382;7
6242;0771060548;8
6242;0871136791;8
6242;1573225789;7
6242;1573227331;6
6242;1573228214;6
6242;1573229326;6
6251;0060256737;10
6251;0060392452;10
6251;0061009059;7
6251;0140067477;10
6251;014017737X;9
6251;0140257934;8
6251;0140328696;9
6251;015602943X;10
6251;0312952716;8
6251;0312966091;9
6251;0312980140;7
6251;0316569321;8
6251;0345392825;8
6251;0375504613;7
6251;0375725784;4
6251;0375727345;6
6251;0380600129;10
6251;0380789035;7
6251;0380807343;8
6251;0380813815;10
6251;0385484518;7
6251;0394404289;10
6251;039480001X;10
6251;0394820371;10
6251;0439136350;10
6251;0439139597;10
6251;043935806X;9
6251;0440206154;7
6251;0440222656;7
6251;0440224675;6
6251;0440487617;10
6251;0440498058;10
6251;0440998050;10
6251;0441003257;10
6251;0446343455;9
6251;0446532231;10
6251;0517149257;10
6251;0553210092;7
6251;0553274325;10
6251;0553560247;7
6251;0609610597;3
6251;0670894605;8
6251;0671660632;10
6251;0679454446;8
6251;0679731148;7
6251;067976402X;8
6251;068484267X;8
6251;0786817070;8
6251;0786869216;10
6251;0786885688;8
6251;0807083054;9
6251;0836218353;10
6251;0836218655;10
6251;1400032717;10
6323;0345313860;6
6323;0380710218;3
6323;0380717018;1
6323;0380730820;5
6323;0385424728;6
6323;0425163385;7
6323;0440211263;9
6323;0440213525;6
6323;0440236169;2
6323;0446601241;8
6323;0446667900;7
6323;0553284789;6
6323;0671011375;6
6323;0679450408;4
6323;0805036377;5
6532;038533348X;9
6532;0425181103;7
6532;0552124753;7
6532;0552128481;9
6532;0552131059;7
6532;0552131067;10
6532;0552131075;7
6532;0552134619;7
6532;0552134627;10
6532;0552137030;10
6532;0553560735;8
6532;0743457358;7
6532;0812550706;9
6543;0060987103;10
6543;0061009059;8
6543;0061020710;6
6543;0061031550;9
6543;014025448X;8
6543;0140257934;7
6543;0140265686;7
6543;0140270590;7
6543;0140280553;6
6543;0142001740;9
6543;0142004278;6
6543;0312099436;10
6543;0312306326;6
6543;0312979096;7
6543;0312980140;8
6543;0345342968;8
6543;0345436911;8
6543;0345445848;7
6543;0374100128;5
6543;0380792745;9
6543;0380813815;10
6543;0380978415;8
6543;038548951X;10
6543;0385721420;7
6543;0385722206;6
6543;0425192725;8
6543;0440212561;8
6543;0446604658;8
6543;0446605484;10
6543;0446610038;9
6543;0451179285;10
6543;0451197399;7
6543;0553274503;8
6543;055356773X;6
6543;060980619X;7
6543;0670030643;7
6543;067976397X;7
6543;0743235150;8
6543;0749395990;8
6543;0767905385;7
6543;0805062971;8
6543;0836218051;10
6543;1400031346;6
6543;1400031354;7
6543;1400031362;8
6543;1573225789;9
6563;0060199652;8
6563;0060915544;9
6563;0060987103;8
6563;0060987529;8
6563;0061097101;10
6563;0312171838;5
6563;0312278586;7
6563;0316693324;5
6563;0375412530;6
6563;0385335830;7
6563;0385413041;8
6563;0385484518;10
6563;0439139600;9
6563;043935806X;10
6563;0440211727;10
6563;0440213525;9
6563;0440224594;9
6563;0440226430;9
6563;0446600474;7
6563;0446613266;9
6563;0446675059;8
6563;0451188489;5
6563;0552998001;8
6563;059035342X;8
6563;0670032379;9
6563;0671021001;2
6563;0671693816;7
6563;0671727583;8
6563;0679751602;9
6563;0684872153;1
6563;0743418174;9
6563;0767900383;3
6563;0786868716;10
6563;0786881852;8
6563;0804114609;10
6563;0812967240;7
6563;1400031346;8
6563;1558745017;5
6563;1558746226;5
6575;006000438X;9
6575;0060198133;8
6575;0060502258;8
6575;0060926317;2
6575;0060928336;8
6575;0060929790;8
6575;0060934417;9
6575;0060976241;8
6575;0060987103;9
6575;014028009X;4
6575;0140293248;8
6575;014029628X;7
6575;0140298479;6
6575;0141000198;4
6575;0142001740;8
6575;0156007754;8
6575;015602943X;10
6575;0312144075;9
6575;0312150601;8
6575;0312195516;8
6575;0312243022;7
6575;0312265867;9
6575;0312282990;9
6575;0312966970;9
6575;0312980140;9
6575;0312986343;5
6575;0312990456;9
6575;0316776963;8
6575;0316777722;9
6575;0316779423;5
6575;0345366239;9
6575;034536676X;7
6575;0345391802;8
6575;0345413350;5
6575;0345416260;8
6575;0345423135;7
6575;0345433491;8
6575;0373250126;5
6575;0374121230;6
6575;037541309X;9
6575;0375502238;7
6575;037570485X;9
6575;0375705856;8
6575;0375706410;9
6575;0375706771;7
6575;0375725784;7
6575;0375760911;7
6575;0380002930;4
6575;0380977788;9
6575;038533334X;4
6575;0385335482;5
6575;0385474547;8
6575;0385484518;6
6575;0385720106;7
6575;0385722206;9
6575;0399151648;7
6575;042513699X;5
6575;0425167720;8
6575;0425184943;4
6575;0440221099;7
6575;0446527785;1
6575;0446600660;7
6575;0446603422;5
6575;0446604666;7
6575;0446606812;2
6575;0446672211;8
6575;0449213447;9
6575;0449911004;8
6575;0451163966;8
6575;0452282152;6
6575;0553279912;7
6575;0553289691;6
6575;0553574663;6
6575;0609804138;8
6575;0670869902;7
6575;0671001795;9
6575;0671743058;7
6575;0679429220;6
6575;0679442405;9
6575;0679457526;7
6575;0679731148;7
6575;0679736042;7
6575;0679745203;8
6575;0679746048;9
6575;0679751602;9
6575;067976402X;7
6575;0679781587;9
6575;068484267X;9
6575;0743227441;7
6575;080410526X;5
6575;0804106304;9
6575;080410753X;8
6575;0804111359;2
6575;0811801802;9
6575;0811802981;9
6575;0836218515;9
6575;0836218655;8
6575;0877017883;9
6575;0894808249;6
6575;1400031346;9
6575;1400031354;9
6575;1400034779;9
6575;1573229725;8
6577;0345441265;7
6577;0425181464;5
6577;0425182878;7
6577;0440224705;7
6577;0446527785;7
6577;0449003795;5
6577;067976402X;9
6577;068484267X;10
6577;0743237188;9
6577;074343627X;10
6772;0060173289;7
6772;0099800403;7
6772;0440206154;8
6772;0440241413;6
6772;0446604844;7
6772;0446605239;5
6772;0553279378;6
6772;0553575104;7
6772;0684872153;8
6772;0743437802;8
6772;0804105820;7
7125;0060096195;8
7125;0060930535;8
7125;0140293248;6
7125;0156028778;2
7125;0312284683;6
7125;0345450892;10
7125;0375727345;7
7125;0375760911;9
7125;038079487X;7
7125;0380820293;9
7125;0440241162;8
7125;0446391301;8
7125;0451206673;8
7125;0515120006;6
7125;0553582763;8
7125;060980619X;3
7125;0671028375;9
7125;0743418174;8
7125;0743486226;4
7125;0767907817;8
7125;0767914767;9
7125;0786868716;10
7125;0804114609;10
7125;1400031354;10
7158;0066214440;5
7158;0142000205;9
7158;0316168688;8
7158;0316693235;5
7158;0345442768;10
7158;0375502238;4
7158;0440226104;7
7158;0446520802;10
7158;0446527793;10
7158;0446532452;8
7158;0446605239;10
7158;0446605484;8
7158;0446608955;9
7158;0446610399;9
7158;0446611085;8
7158;0446672211;8
7158;0553582747;8
7158;0553801430;7
7158;0553802488;8
7158;067100042X;6
7158;0671038184;8
7158;0671510053;9
7158;074343627X;1
7158;155874262X;7
7283;0060934417;10
7283;0060987103;9
7283;0312278586;9
7283;0330367358;10
7283;0345380371;8
7283;0345441036;8
7283;0375707972;10
7283;0385504209;9
7283;0385507593;9
7283;0385722206;10
7283;044023722X;10
7283;0553278274;7
7283;0553281747;9
7283;0553575384;10
7283;0671004107;8
7283;0743417682;7
7283;0743418174;8
7283;193156146X;10
7346;0028604199;8
7346;0060096195;8
7346;0060987103;7
7346;0064471047;9
7346;0064472272;6
7346;0140254544;8
7346;014029628X;8
7346;0140386645;8
7346;0140430725;10
7346;0312201656;8
7346;0312265867;6
7346;0312924585;9
7346;0312966970;8
7346;0312976275;7
7346;0312980140;8
7346;0316096199;8
7346;034529873X;8
7346;0345348036;8
7346;0345361792;9
7346;0345370775;8
7346;0345380371;9
7346;0345384911;6
7346;0345391055;7
7346;0345445848;6
7346;0375726403;8
7346;0380001411;8
7346;0380710722;8
7346;0380725827;8
7346;0380778556;9
7346;0380820447;7
7346;0380977788;9
7346;0385335881;8
7346;0385479565;8
7346;0385730586;7
7346;0399145087;7
7346;0399147195;8
7346;0413537900;7
7346;0425147622;8
7346;0425154092;8
7346;0425177173;8
7346;043936213X;9
7346;0440221471;9
7346;0440224705;7
7346;0440225701;10
7346;0440234743;9
7346;0440236673;8
7346;0440241073;8
7346;044048474X;7
7346;0440940001;9
7346;0445406518;9
7346;0446359866;7
7346;0446365386;8
7346;0449003787;8
7346;0449219364;8
7346;0449219461;7
7346;0451188454;8
7346;0451202503;8
7346;0451457811;9
7346;0451526341;8
7346;0515087122;8
7346;0515090174;8
7346;0553210793;8
7346;0553213180;9
7346;0553284789;6
7346;0553560247;8
7346;0553575384;10
7346;059030271X;10
7346;0590353403;10
7346;0609804138;7
7346;0670892963;7
7346;0671001795;8
7346;0671250671;8
7346;0671617028;8
7346;0671701231;7
7346;0671726889;8
7346;0671867172;9
7346;0671880187;7
7346;0679732411;10
7346;0684872153;7
7346;0743227441;9
7346;0786868716;7
7346;0802139256;8
7346;0804106304;9
7346;080410753X;8
7346;0836221192;6
7346;1558531025;9
7346;155874262X;7
7346;1558743316;7
7346;1559029838;8
7841;0060987103;9
7841;0140185216;10
7841;014034294X;8
7841;0316769487;7
7841;0385486804;9
7841;0440403278;5
7841;0446310786;5
7841;0451163966;9
7841;0553274295;9
7841;0679721886;10
7841;0679734775;9
7841;0767902890;10
7841;0812550757;8
7915;0061009059;8
7915;015100692X;5
7915;0156028778;6
7915;0312195516;10
7915;0312265840;9
7915;0312966091;8
7915;0312976275;10
7915;0312980140;10
7915;0345346491;7
7915;0375706771;8
7915;0385504209;10
7915;0394571029;7
7915;0395083567;10
7915;042511774X;8
7915;0425178951;9
7915;0440212561;9
7915;0440215625;10
7915;044022103X;7
7915;0440226430;7
7915;0446387878;7
7915;0451410947;7
7915;0452282152;9
7915;0553272535;8
7915;0609804138;3
7915;0679745203;5
7915;0786862564;6
7915;0786868716;10
8066;0060502258;9
8066;0060976497;6
8066;014100018X;8
8066;0142001740;10
8066;0156027321;9
8066;0312243022;9
8066;0345446860;8
8066;038548951X;8
8066;044023722X;7
8066;0446672211;7
8066;0671880314;8
8066;0679448594;5
8066;0679734775;7
8066;0743418174;8
8066;0767900383;8
8066;076790382X;4
8066;0767905385;7
8066;0871136791;7
8066;140003180X;7
8066;1573225517;7
8067;0060096195;10
8067;0061009059;10
8067;014028009X;5
8067;0312265859;10
8067;0312284683;10
8067;0312306326;7
8067;0312966806;7
8067;0312966970;10
8067;0312971346;10
8067;0312980140;10
8067;0312980159;10
8067;0312983271;10
8067;031298328X;10
8067;0375760911;10
8067;0385335830;9
8067;038533656X;10
8067;0385472951;10
8067;042518630X;2
8067;0440241162;10
8067;0446606812;8
8067;0446610542;9
8067;0451206673;10
8067;0452284295;10
8067;0553572040;10
8067;055357258X;10
8067;0553574639;10
8067;0553574663;10
8067;0553574671;10
8067;0553576798;10
8067;0553578359;10
8067;0671001795;10
8067;0743469801;10
8067;0804114609;7
8067;1551669498;10
8234;0312980159;8
8234;0316601950;8
8234;0316693251;10
8234;0380718332;9
8234;0380718340;10
8234;044651652X;5
8234;0553578308;5
8234;0671004573;10
8234;0671038567;10
8234;0671793489;10
8234;0804115613;7
8245;0060199652;6
8245;0064400026;8
8245;0142001430;9
8245;0156006529;7
8245;0156027321;9
8245;0156528207;8
8245;0312171838;7
8245;0312195516;9
8245;0312966806;8
8245;0312974256;8
8245;0312978383;8
8245;0316777722;8
8245;0316969443;7
8245;0345366239;7
8245;0345416260;8
8245;0345425707;8
8245;0345446860;7
8245;0380820447;8
8245;0385722206;7
8245;039592720X;8
8245;0399145923;8
8245;042513699X;7
8245;0439064872;8
8245;0440122090;9
8245;0440207770;8
8245;044021145X;9
8245;0440215625;7
8245;0440224764;8
8245;0446603716;8
8245;0446606324;9
8245;0446679364;8
8245;0451409973;8
8245;0452282152;10
8245;0452282829;6
8245;0452284449;9
8245;051511779X;7
8245;0515131229;8
8245;0553268880;9
8245;055358264X;8
8245;0609804138;9
8245;0671038184;8
8245;0671708635;8
8245;0684874350;8
8245;0688170528;8
8245;0688177743;9
8245;0786866020;9
8245;080213825X;8
8245;0812967240;7
8245;0887307876;9
8245;140003065X;9
8253;0060391626;9
8253;0060915544;9
8253;0060928336;10
8253;0060929790;7
8253;0060929871;10
8253;0060930535;10
8253;0060977493;8
8253;014023313X;10
8253;0312201656;10
8253;0316569321;10
8253;0316601950;9
8253;0316666343;10
8253;034536676X;10
8253;0345436911;8
8253;0375401598;9
8253;0375703764;10
8253;0375703861;8
8253;0375726403;7
8253;0380977788;10
8253;0385425473;8
8253;0385490445;8
8253;038572179X;10
8253;039592720X;10
8253;0425152251;10
8253;0440127793;9
8253;044021145X;9
8253;0441172717;9
8253;0446310786;10
8253;0446520802;10
8253;0446531332;10
8253;0449212602;10
8253;0553580515;9
8253;0590353403;8
8253;0671021001;10
8253;0671701231;5
8253;0671867113;10
8253;067976402X;10
8253;0679781587;10
8253;0684801051;10
8253;080411109X;9
8253;0807083054;10
8253;0891073906;9
8253;1573225126;10
8454;006000438X;8
8454;0060934913;9
8454;0060977493;8
8454;0060987103;10
8454;0060987529;9
8454;0060987561;6
8454;0140293248;7
8454;0140298479;8
8454;0142000205;7
8454;0142001740;9
8454;0142001805;8
8454;0156005891;8
8454;015600710X;7
8454;0156007479;10
8454;0156027321;9
8454;0316143464;9
8454;0316569321;6
8454;0316601950;9
8454;0316779490;8
8454;0316780375;8
8454;0316781266;8
8454;0375412824;6
8454;0375703861;7
8454;0385720106;6
8454;038572179X;8
8454;0449911519;10
8454;0452269571;10
8454;0452281784;7
8454;0525945938;7
8454;0679731148;10
8454;0679736042;8
8454;0679781587;10
8454;0743225422;9
8454;0743418174;8
8454;0767905180;8
8454;076790592X;8
8454;0805063897;9
8454;1400032717;10
8454;1573220876;5
8681;0060248025;9
8681;0140258795;8
8681;0142001740;9
8681;0312150601;9
8681;0312195516;8
8681;0316779237;9
8681;0345350499;7
8681;0375703764;10
8681;0375756981;7
8681;0380973650;10
8681;0385490445;10
8681;0385498721;8
8681;0393319296;8
8681;0451456521;9
8681;0525947647;10
8681;0553569058;8
8681;0553572997;7
8681;0590353403;8
8681;0618002219;8
8681;0679745203;8
8681;0802132758;10
8681;081297106X;10
8681;0874776945;9
8681;1573225517;10
8681;1573227331;8
8734;014023828X;7
8734;0312195516;9
8734;0316678104;8
8734;0380973650;8
8734;0385504209;9
8734;0449212602;9
8734;0452282195;7
8734;0689817851;8
8734;0767905385;7
8734;0894805770;7
8734;089480829X;8
8801;0060987103;9
8801;0316666343;10
8801;0316769487;8
8801;0374172897;9
8801;0375724370;7
8801;0380778556;8
8801;0440241073;7
8801;0553279378;10
8801;067088300X;6
8801;0671027360;10
8801;0679720200;5
8936;0380717018;7
8936;0380718332;9
